epoch,train_loss
1,0.6947715206751748
2,0.6941027158782596
3,0.6937432677026779
4,0.6934559941291809
5,0.6933539443545871
6,0.6931431444864424
7,0.6930152575174967
8,0.6929577749872965
9,0.6928765499402606
10,0.6928205234663827
11,0.6927574740515815
12,0.6927104819388616
13,0.6926640849264841
14,0.6926153207582141
15,0.6925530130901034
16,0.692502444698697
17,0.6924335984956651
18,0.6923807679660736
19,0.6922981994492667
20,0.6922786879161048
21,0.6921814670638432
22,0.692123480259426
23,0.6920354063548739
24,0.6919497459653824
25,0.6918651130464342
26,0.6917615088205489
27,0.691657681313772
28,0.691549213159652
29,0.6913911028513833
30,0.6912763658024016
31,0.6911160293079558
32,0.6909631131187318
33,0.6907552073872278
34,0.690524575256166
35,0.6902893620824057
36,0.6900038889476231
37,0.6897313169070652
38,0.6893693170850239
39,0.6890619595845541
40,0.6886191027505058
41,0.6882361816981483
42,0.6878293904047164
43,0.6874223748842875
44,0.6868892378277249
45,0.6864877778386312
46,0.6860276706635006
47,0.6853435512573
48,0.6848685845496163
49,0.6842523283428616
50,0.683619929684533
51,0.6829294325813414
52,0.6821497754445152
53,0.6816872244789487
54,0.6806962972595578
55,0.6800728979564848
56,0.6793753684513153
57,0.6784936501866295
58,0.6776521470811632
59,0.6767036867520165
60,0.6756281474279979
61,0.6750506815456209
62,0.6733396933192298
63,0.6720944803858561
64,0.6704425263026405
65,0.6693231189061725
66,0.6674849230145651
67,0.6654912148203168
68,0.6632280283504062
69,0.6613559003860231
70,0.659718446315281
71,0.6562534958597214
72,0.6538962258232964
73,0.6510793623470125
74,0.6475627564248585
75,0.6454686077814253
76,0.6427338889666966
77,0.6402016556452191
78,0.636338127983941
79,0.6354984584308806
80,0.63225362509016
81,0.6309272996963017
82,0.6277077425093878
83,0.6256413403011504
84,0.6259816109188019
85,0.6242209909454225
86,0.6195475478020925
87,0.6186635844291203
88,0.6166693170865377
89,0.6144003423433455
90,0.6142698687220377
91,0.6103523780429174
92,0.6117482138058495
93,0.6071457493872869
94,0.60585441854265
95,0.6042869620853
96,0.6022007342368837
97,0.6030447681744894
98,0.6013809451981197
99,0.5965754001859634
100,0.5960146794243465
101,0.5929055885663108
102,0.5912508992921739
103,0.589141415225135
104,0.5867209898100959
105,0.5844382057114254
106,0.5851447393023779
107,0.5814348553854322
108,0.5805269219572582
109,0.575923224290212
110,0.5740781407507639
111,0.5742152380564857
112,0.5714982871025328
113,0.5708128904539441
114,0.5673552439326331
115,0.5622416961760748
116,0.5648325284322103
117,0.5594769025605822
118,0.5591738432172745
119,0.5601898677765377
120,0.5560146806732057
121,0.5526388812632788
122,0.5549235741297404
123,0.5525980851952992
124,0.5465145607789358
125,0.545905073483785
126,0.5431452578022367
127,0.542193405211918
128,0.5359742192048875
129,0.5390134113175529
130,0.533763578486821
131,0.5314381737557669
132,0.5322861240969764
133,0.5261651887780144
134,0.5246193962437766
135,0.5267807283098735
136,0.5211092006592524
137,0.5162373189888303
138,0.5162300226234254
139,0.5139693130576422
140,0.5129216034261007
141,0.5154848051449609
142,0.5105599150771186
143,0.5154995747974941
144,0.5058562060197195
145,0.5037366014624399
146,0.5007514258225759
147,0.4994640861238752
148,0.4993339076874748
149,0.49364684687720406
150,0.4987106020488436
151,0.4942605750901358
152,0.49555625376247225
153,0.48641101282740395
154,0.4864085094323234
155,0.48106041361415197
156,0.47887422357286724
157,0.47822394494026427
158,0.4769909514321221
159,0.4752041106186216
160,0.47718830903371173
161,0.48154155839057194
162,0.4722691187782893
163,0.4649054313462878
164,0.46463839969937765
165,0.4676872184352269
166,0.4605319769609542
167,0.4573838327612196
168,0.45719896422492134
169,0.4551279152196551
170,0.44964356838710723
171,0.4518798821502262
172,0.446387364277764
173,0.44910483180530486
174,0.44750677545865375
175,0.4433991667770204
