epoch,train_loss
1,0.6945528842154003
2,0.6936395594051906
3,0.6932406766074044
4,0.6930154230859544
5,0.6929518079000806
6,0.6927590814847795
7,0.6926460455334376
8,0.6925649718632774
9,0.6924411654472351
10,0.6923175047314356
11,0.6921721072424025
12,0.6920322681230212
13,0.6918694537783426
14,0.6916813840941777
15,0.6914269309195261
16,0.6911641056575473
17,0.6907777388890585
18,0.6903779203929599
19,0.6897465416363308
20,0.6891993463985504
21,0.6884009819182139
22,0.6875634486713107
23,0.6865561841026185
24,0.6855520747956776
25,0.6844756593779912
26,0.6831610713686261
27,0.6819408412963625
28,0.6805104329472497
29,0.6786903199695405
30,0.6772432138049413
31,0.6753606351595076
32,0.673049859584324
33,0.6703892246125236
34,0.6669877729718647
35,0.6629323211927263
36,0.6587923452967689
37,0.6529120424437145
38,0.6481917916782318
39,0.6423594620492723
40,0.638006882062034
41,0.6341538154889667
42,0.630920464084262
43,0.6268438460334899
44,0.6216552910350618
45,0.6189815468258328
46,0.615636860567426
47,0.6102352057184491
48,0.6113753413397168
49,0.609581832847898
50,0.6024199364677308
51,0.6042066803054204
52,0.6016901504425776
53,0.5920887173168243
54,0.5879226185026623
55,0.5850631651424226
56,0.5782527459992303
57,0.5775451991293166
58,0.5708849344934736
59,0.5681259282051571
60,0.5637474831134553
61,0.5679591004810636
62,0.5591924786567688
63,0.5630307008349706
64,0.5514967834192609
65,0.5489621687503088
66,0.5459653238455454
67,0.5390706786087581
68,0.5331831475098928
69,0.5312989510241009
70,0.5270427593163082
71,0.5219146202480982
72,0.5211002751002236
73,0.5232335504085298
74,0.5161608500140054
75,0.5062381516373347
76,0.5092665084770748
77,0.5056306412295689
78,0.4947906912319244
79,0.4951367453923301
80,0.48785641836741617
81,0.48212273016808527
82,0.483506993641929
83,0.480570074584749
84,0.4831466097680349
85,0.4793013107208979
86,0.4862779312663608
87,0.4673908433270833
88,0.45995410851069857
89,0.4562050141985454
90,0.45571918478087775
91,0.447104863704197
92,0.4462068255931612
93,0.44455453375029186
94,0.4351824484174214
95,0.4418476115143488
96,0.4282791335431356
97,0.43242481256288196
98,0.4248401740240672
99,0.42487592593071954
100,0.4108680884043376
101,0.40912146416921463
102,0.4020350589638665
103,0.39089330273961265
104,0.40436141074649873
105,0.3918603374844506
106,0.4051241808467441
107,0.3862542916858007
108,0.38268874845807516
109,0.3760588646881164
110,0.37641295412230114
111,0.36073725422223407
112,0.3533594045374129
113,0.35592955421833766
114,0.35632504026095074
115,0.3394159241801217
116,0.3484718794860537
117,0.32933555472464787
118,0.3360329412278675
119,0.32611167974888333
120,0.32828329337967765
121,0.30768953216454337
122,0.3063679361154163
123,0.30125008972864303
124,0.29941295536737594
125,0.2911854951627671
126,0.2976418352789349
127,0.27801142869487644
128,0.2837125751234236
129,0.2654986466680254
130,0.28374485411341227
131,0.2676101941911001
132,0.25420976749488283
133,0.24880120583942958
134,0.25167278448740643
135,0.24131822657017482
136,0.243209536586489
137,0.2337763529448282
138,0.2323171009146978
139,0.21750167568051626
140,0.20654655898374225
141,0.2067249198518102
142,0.19395485579494445
143,0.20322379978403213
144,0.1932402801892114
145,0.18856054177832982
146,0.17929181267344763
147,0.18479204780998684
148,0.1704157671285054
149,0.1706203580612228
150,0.16989921624698337
151,0.1709258377788559
152,0.14950865944699634
153,0.15947823285583465
154,0.16261565578835352
155,0.14799046291718407
156,0.1431752053045091
157,0.12033260388979836
158,0.14515467248265707
159,0.13704420099892314
160,0.11486340722157842
161,0.10603374183651
162,0.09106608444736117
163,0.12609675077218857
164,0.09306791566667102
165,0.08628223097277066
166,0.07576293474625027
167,0.07477173173711413
168,0.10035395705037647
169,0.10666569487916099
170,0.07257387050915332
171,0.06386613195377683
172,0.05439686056758676
173,0.051755361377246796
174,0.05371181838332661
175,0.050975817152195506
176,0.043332400716959485
177,0.04178672538153709
178,0.038158485843312176
179,0.043571488754380314
180,0.0371309867542651
181,0.03692603897717264
182,0.03057877772620746
183,0.030977807924269685
184,0.02921451430117327
185,0.023515417565783812
186,0.021655156624518217
187,0.01989416124683524
188,0.017922474596176356
189,0.01750558555599243
190,0.015944418053896653
191,0.013626196251679507
192,0.01278189073745457
193,0.013038943706464672
194,0.014290941184357045
195,0.012674638114514806
196,0.010618551242505275
197,0.010472015174667514
198,0.008905113234909045
199,0.009129586614786632
200,0.009128900677231806
